result=result + String.valueOf(alphabet.charAt(i)),ASSIGNMENT, line no: 21,result + String.valueOf(alphabet.charAt(i)),INFIX_EXPRESSION, 0.9230769230769231, 0.0, 0.0, 0.0, 0.9230769230769231, 1.0
result + String.valueOf(alphabet.charAt(i)),INFIX_EXPRESSION, line no: 21,result=result + String.valueOf(alphabet.charAt(i)),ASSIGNMENT, 0.9230769230769231, 0.0, 0.0, 0.0, 0.9230769230769231, 1.0
result + String.valueOf(alphabet.charAt(i)),INFIX_EXPRESSION, line no: 21,String.valueOf(alphabet.charAt(i)),METHOD_INVOCATION, 0.8333333333333334, 0.0, 0.0, 0.0, 0.8333333333333334, 1.0
String.valueOf(alphabet.charAt(i)),METHOD_INVOCATION, line no: 21,result + String.valueOf(alphabet.charAt(i)),INFIX_EXPRESSION, 0.8333333333333334, 0.0, 0.0, 0.0, 0.8333333333333334, 1.0
result=result + String.valueOf(alphabet.charAt(i)),ASSIGNMENT, line no: 21,String.valueOf(alphabet.charAt(i)),METHOD_INVOCATION, 0.7692307692307693, 0.0, 0.0, 0.0, 0.7692307692307693, 1.0
String.valueOf(alphabet.charAt(i)),METHOD_INVOCATION, line no: 21,result=result + String.valueOf(alphabet.charAt(i)),ASSIGNMENT, 0.7692307692307693, 0.0, 0.0, 0.0, 0.7692307692307693, 1.0
num=num / b,ASSIGNMENT, line no: 20,num / b,INFIX_EXPRESSION, 0.75, 0.0, 0.0, 0.0, 0.75, 1.0
num / b,INFIX_EXPRESSION, line no: 20,num=num / b,ASSIGNMENT, 0.75, 0.0, 0.0, 0.0, 0.75, 1.0
String.valueOf(alphabet.charAt(i)),METHOD_INVOCATION, line no: 21,alphabet.charAt(i),METHOD_INVOCATION, 0.7, 0.0, 0.0, 0.0, 0.7, 1.0
alphabet.charAt(i),METHOD_INVOCATION, line no: 21,String.valueOf(alphabet.charAt(i)),METHOD_INVOCATION, 0.7, 0.0, 0.0, 0.0, 0.7, 1.0
i=num % b,ASSIGNMENT, line no: 19,num % b,INFIX_EXPRESSION, 0.6, 0.0, 0.0, 0.0, 0.6, 1.0
num % b,INFIX_EXPRESSION, line no: 19,i=num % b,ASSIGNMENT, 0.6, 0.0, 0.0, 0.0, 0.6, 1.0
